emergency_id,timestamp,assigned_ambulance,eta_min,status
226,2025-01-04 08:18:00,13,6.172727283333333,Assigned
195,2025-01-04 08:33:00,4,8.9505263,Assigned
2,2025-01-04 09:43:00,1,3.61,Assigned
176,2025-01-04 09:57:00,12,0.5,Assigned
102,2025-01-04 11:25:00,12,6.7526315666666665,Assigned
181,2025-01-04 11:58:00,7,8.228155333333333,Assigned
374,2025-01-04 12:01:00,15,6.8047619,Assigned
353,2025-01-04 12:02:00,1,2.39,Assigned
129,2025-01-04 12:17:00,10,0.5,Assigned
171,2025-01-04 14:12:00,13,3.6717171833333335,Assigned
479,2025-01-04 14:18:00,4,5.657894733333333,Assigned
148,2025-01-04 14:32:00,15,0.5,Assigned
347,2025-01-04 18:18:00,10,0.5,Assigned
370,2025-01-04 20:30:00,3,0.5,Assigned
413,2025-01-04 20:34:00,4,4.626315783333334,Assigned
430,2025-01-04 23:00:00,4,2.9589473666666666,Assigned
99,2025-01-05 00:15:00,10,0.5,Assigned
286,2025-01-05 03:19:00,4,7.08526315,Assigned
70,2025-01-05 03:38:00,6,4.786238533333333,Assigned
82,2025-01-05 04:13:00,1,6.42,Assigned
317,2025-01-05 04:59:00,8,5.453191483333333,Assigned
126,2025-01-05 06:04:00,1,6.4879999999999995,Assigned
345,2025-01-05 06:07:00,8,9.117021283333335,Assigned
215,2025-01-05 09:44:00,2,3.856435633333333,Assigned
65,2025-01-05 12:19:00,13,6.64141415,Assigned
45,2025-01-05 12:31:00,1,7.58,Assigned
464,2025-01-05 13:44:00,6,3.2247706500000004,Assigned
302,2025-01-05 14:12:00,8,9.0212766,Assigned_Late
396,2025-01-05 18:11:00,1,10.19,Assigned
19,2025-01-05 20:29:00,5,6.463636366666666,Assigned
35,2025-01-05 22:20:00,13,2.213131316666667,Assigned
300,2025-01-06 03:15:00,4,0.5,Assigned
56,2025-01-06 04:08:00,13,0.5,Assigned
411,2025-01-06 04:46:00,5,5.9472727333333335,Assigned
77,2025-01-06 05:29:00,3,0.5,Assigned
492,2025-01-06 05:58:00,9,4.630769233333334,Assigned
285,2025-01-06 06:57:00,15,10.145714283333332,Assigned
184,2025-01-06 08:37:00,2,8.626732666666667,Assigned
487,2025-01-06 08:56:00,8,4.0744680833333335,Assigned
484,2025-01-06 10:27:00,13,1.85353535,Assigned
214,2025-01-06 13:49:00,8,3.4787234,Assigned
186,2025-01-06 13:57:00,13,3.9949494833333334,Assigned
202,2025-01-06 16:43:00,5,9.5,Assigned
49,2025-01-06 17:32:00,15,8.028571433333333,Assigned
197,2025-01-06 20:10:00,2,3.2405940666666666,Assigned
124,2025-01-06 20:50:00,15,3.6390476333333335,Assigned
131,2025-01-06 23:08:00,6,4.1110091833333335,Assigned
27,2025-01-06 23:32:00,7,3.032038833333333,Assigned
287,2025-01-07 00:07:00,6,2.0853211,Assigned
366,2025-01-07 00:43:00,3,8.153846166666666,Assigned_Late
295,2025-01-07 01:15:00,4,3.9442105333333335,Assigned
223,2025-01-07 02:17:00,14,0.5,Assigned
244,2025-01-07 06:49:00,6,2.3385321,Assigned
138,2025-01-07 07:10:00,3,5.080769233333333,Assigned
147,2025-01-07 07:35:00,8,0.5,Assigned
232,2025-01-07 08:40:00,6,4.947706416666667,Assigned
332,2025-01-07 08:52:00,3,5.080769233333333,Assigned
397,2025-01-07 10:44:00,15,0.5,Assigned
1,2025-01-07 13:27:00,14,7.59345795,Assigned
313,2025-01-07 13:40:00,9,6.9807692333333335,Assigned
146,2025-01-07 15:31:00,6,8.013761466666667,Assigned
438,2025-01-07 15:44:00,7,1.4126213666666667,Assigned
252,2025-01-07 15:59:00,15,10.809523833333333,Assigned
51,2025-01-07 17:10:00,7,11.0,Assigned_Late
341,2025-01-07 18:38:00,13,7.7878788,Assigned
311,2025-01-07 18:59:00,15,7.228571433333333,Assigned
122,2025-01-07 20:14:00,14,3.4084112166666665,Assigned
108,2025-01-07 20:53:00,15,2.28285715,Assigned
199,2025-01-07 23:08:00,8,9.308510649999999,Assigned
279,2025-01-07 23:19:00,15,3.4257142833333334,Assigned
180,2025-01-07 23:35:00,2,2.2821782166666664,Assigned
85,2025-01-08 03:56:00,5,4.921818166666667,Assigned
210,2025-01-08 04:39:00,1,0.5,Assigned
402,2025-01-08 06:54:00,7,6.709708733333333,Assigned
233,2025-01-08 09:29:00,5,6.027272716666667,Assigned
268,2025-01-08 09:29:00,2,5.2227722666666665,Assigned
485,2025-01-08 10:56:00,5,10.96363635,Assigned
401,2025-01-08 11:31:00,13,1.8636363666666667,Assigned
284,2025-01-08 11:43:00,7,5.46116505,Assigned
391,2025-01-08 13:41:00,12,5.9947368333333335,Assigned
174,2025-01-08 14:01:00,5,0.5,Assigned
425,2025-01-08 15:43:00,12,0.5,Assigned
12,2025-01-08 17:40:00,14,0.5,Assigned
204,2025-01-08 18:59:00,8,13.936170216666666,Assigned
98,2025-01-08 19:43:00,12,5.078947383333333,Assigned
412,2025-01-08 20:26:00,9,0.5,Assigned
187,2025-01-08 20:35:00,13,5.380808083333333,Assigned
105,2025-01-08 21:30:00,6,3.79541285,Assigned
93,2025-01-08 23:54:00,15,4.3095238,Assigned
263,2025-01-09 00:00:00,8,0.5,Assigned
106,2025-01-09 01:29:00,4,4.01157895,Assigned
340,2025-01-09 03:48:00,9,0.5,Assigned
498,2025-01-09 03:53:00,6,4.455963316666667,Assigned
272,2025-01-09 09:49:00,15,8.309523816666667,Assigned
361,2025-01-09 10:52:00,14,0.5,Assigned
183,2025-01-09 11:12:00,4,2.6894736833333335,Assigned
264,2025-01-09 11:30:00,7,6.13106795,Assigned
169,2025-01-09 12:03:00,4,3.542105266666667,Assigned
155,2025-01-09 12:35:00,12,2.94210525,Assigned
270,2025-01-09 18:59:00,4,12.0736842,Assigned
405,2025-01-09 23:31:00,13,6.5848485000000005,Assigned
229,2025-01-10 01:25:00,7,2.721359233333333,Assigned
379,2025-01-10 03:23:00,2,6.0920792,Assigned
211,2025-01-10 06:50:00,7,4.158252416666667,Assigned
433,2025-01-10 09:41:00,2,5.35148515,Assigned
398,2025-01-10 09:57:00,5,0.5,Assigned
352,2025-01-10 10:16:00,14,8.10747665,Assigned
249,2025-01-10 10:24:00,2,5.35148515,Assigned
431,2025-01-10 13:14:00,2,3.391089116666667,Assigned
91,2025-01-10 14:43:00,6,5.444954133333334,Assigned
254,2025-01-10 17:43:00,13,7.7121212166666675,Assigned
185,2025-01-10 18:22:00,9,10.480769233333332,Assigned
66,2025-01-10 18:51:00,13,7.727272733333334,Assigned
44,2025-01-10 21:18:00,15,7.098095233333334,Assigned
142,2025-01-11 02:31:00,6,6.738532116666667,Assigned
76,2025-01-11 04:56:00,5,0.5,Assigned
200,2025-01-11 06:16:00,9,3.8346153833333334,Assigned
257,2025-01-11 06:29:00,2,4.290099016666667,Assigned
344,2025-01-11 06:41:00,7,7.991262133333334,Assigned
360,2025-01-11 09:11:00,7,7.849514566666667,Assigned
349,2025-01-11 10:57:00,7,7.995145633333333,Assigned
403,2025-01-11 13:14:00,12,4.0473684,Assigned
357,2025-01-11 13:33:00,2,8.727722766666666,Assigned_Late
14,2025-01-11 13:36:00,4,4.4473684166666665,Assigned
262,2025-01-11 13:38:00,9,6.259615383333334,Assigned
135,2025-01-11 15:35:00,5,4.2,Assigned
453,2025-01-11 15:44:00,13,7.3181818000000005,Assigned
40,2025-01-11 16:27:00,4,9.847368433333333,Assigned
144,2025-01-11 17:31:00,6,10.5321101,Assigned
104,2025-01-11 18:04:00,7,7.461165033333333,Assigned
191,2025-01-11 18:34:00,14,2.92523365,Assigned
220,2025-01-11 22:56:00,3,3.4846153833333333,Assigned
153,2025-01-12 00:15:00,4,3.35473685,Assigned
386,2025-01-12 00:21:00,6,1.7770642166666666,Assigned
482,2025-01-12 03:02:00,4,4.7694736833333335,Assigned
303,2025-01-12 03:18:00,7,4.492233,Assigned
362,2025-01-12 05:11:00,6,1.7770642166666666,Assigned
281,2025-01-12 06:17:00,9,4.26153845,Assigned
466,2025-01-12 06:38:00,2,4.076237616666666,Assigned
201,2025-01-12 09:43:00,7,2.53883495,Assigned
342,2025-01-12 11:42:00,13,3.3989898999999997,Assigned
165,2025-01-12 12:41:00,14,2.116822433333333,Assigned
15,2025-01-12 14:53:00,4,8.047368416666666,Assigned_Late
393,2025-01-12 18:36:00,2,4.524752483333333,Assigned
486,2025-01-12 19:10:00,13,8.34848485,Assigned
328,2025-01-12 20:50:00,7,3.1330097166666664,Assigned
409,2025-01-12 22:33:00,9,0.5,Assigned
33,2025-01-13 00:51:00,4,3.5736842,Assigned
206,2025-01-13 01:04:00,13,2.318181816666667,Assigned
274,2025-01-13 03:37:00,4,3.2789473666666664,Assigned
372,2025-01-13 05:10:00,4,4.2305263166666665,Assigned
167,2025-01-13 10:25:00,5,5.5454545500000005,Assigned
339,2025-01-13 12:05:00,5,6.972727266666666,Assigned
437,2025-01-13 14:54:00,7,7.325242716666667,Assigned
227,2025-01-13 17:31:00,5,5.981818183333333,Assigned
140,2025-01-13 23:21:00,13,3.3444444499999997,Assigned
261,2025-01-13 23:44:00,12,2.1757894833333333,Assigned
222,2025-01-14 00:06:00,10,0.5,Assigned
166,2025-01-14 00:30:00,7,3.1097087333333335,Assigned
112,2025-01-14 01:33:00,2,2.64653465,Assigned
74,2025-01-14 02:10:00,7,4.0883495000000005,Assigned
418,2025-01-14 03:29:00,3,3.4846153833333333,Assigned
97,2025-01-14 04:13:00,4,4.82842105,Assigned
208,2025-01-14 04:23:00,15,7.098095233333334,Assigned
172,2025-01-14 08:52:00,7,4.997087383333334,Assigned
64,2025-01-14 10:06:00,14,8.0140187,Assigned
173,2025-01-14 10:55:00,14,6.742990666666667,Assigned
209,2025-01-14 12:52:00,12,5.2052631499999995,Assigned
429,2025-01-14 13:10:00,14,0.5,Assigned
265,2025-01-14 13:55:00,5,5.536363633333334,Assigned
189,2025-01-14 15:37:00,7,6.8689320333333335,Assigned
150,2025-01-14 16:56:00,3,6.225961533333333,Assigned
59,2025-01-14 17:27:00,2,0.5,Assigned
320,2025-01-14 19:09:00,5,2.831818183333333,Assigned
376,2025-01-14 20:46:00,7,5.9368932,Assigned
414,2025-01-14 21:33:00,3,3.55384615,Assigned
324,2025-01-15 00:52:00,5,3.5909090833333335,Assigned
26,2025-01-15 01:26:00,13,4.128282816666666,Assigned
164,2025-01-15 02:41:00,4,1.2073684166666667,Assigned
481,2025-01-15 02:47:00,6,3.215596333333333,Assigned
101,2025-01-15 02:54:00,2,6.773267333333334,Assigned
68,2025-01-15 05:23:00,15,6.260000016666667,Assigned
459,2025-01-15 06:15:00,5,9.838181816666667,Assigned
242,2025-01-15 06:38:00,4,9.35473685,Assigned
182,2025-01-15 07:23:00,5,7.209090916666667,Assigned
306,2025-01-15 12:19:00,5,12.15454545,Assigned
380,2025-01-15 12:35:00,12,6.289473683333333,Assigned
212,2025-01-15 12:46:00,4,6.99473685,Assigned
326,2025-01-15 13:46:00,15,4.623809516666666,Assigned
115,2025-01-15 15:11:00,14,6.742990666666667,Assigned
435,2025-01-15 17:30:00,14,6.612149516666666,Assigned
480,2025-01-15 20:53:00,15,7.3952381,Assigned
92,2025-01-15 22:23:00,15,6.12285715,Assigned
329,2025-01-16 00:18:00,15,2.8238095166666666,Assigned
258,2025-01-16 00:46:00,3,4.94615385,Assigned
236,2025-01-16 01:48:00,1,0.5,Assigned
392,2025-01-16 02:11:00,15,3.2657142833333332,Assigned
67,2025-01-16 10:12:00,4,0.5,Assigned
80,2025-01-16 11:10:00,15,6.86190475,Assigned
83,2025-01-16 12:20:00,14,5.761682250000001,Assigned
88,2025-01-16 17:01:00,14,7.789719616666667,Assigned
253,2025-01-16 18:19:00,15,9.614285716666666,Assigned
188,2025-01-16 19:28:00,4,13.25789475,Assigned_Late
103,2025-01-16 21:36:00,6,0.5,Assigned
123,2025-01-16 22:05:00,15,0.5,Assigned
434,2025-01-16 23:11:00,3,2.95384615,Assigned
175,2025-01-17 01:05:00,12,5.022105266666667,Assigned
73,2025-01-17 02:13:00,6,6.0706422,Assigned
368,2025-01-17 02:34:00,3,0.5,Assigned
158,2025-01-17 06:02:00,3,10.630769233333332,Assigned_Late
10,2025-01-17 07:32:00,14,9.718691583333333,Assigned
490,2025-01-17 09:21:00,7,1.8203883500000002,Assigned
364,2025-01-17 09:58:00,2,6.282178216666667,Assigned
190,2025-01-17 10:50:00,15,9.014285716666667,Assigned
282,2025-01-17 11:09:00,14,5.957943916666666,Assigned
179,2025-01-17 11:33:00,9,5.5192307666666665,Assigned
127,2025-01-17 12:03:00,4,8.9,Assigned
494,2025-01-17 13:33:00,14,0.5,Assigned
408,2025-01-17 15:32:00,8,12.702127666666666,Assigned
29,2025-01-17 15:36:00,9,3.2884615333333334,Assigned
224,2025-01-17 15:42:00,12,8.573684216666667,Assigned_Late
278,2025-01-17 17:27:00,2,9.173267333333333,Assigned
491,2025-01-17 17:36:00,9,1.2355769166666666,Assigned
136,2025-01-17 17:46:00,15,6.457142849999999,Assigned
442,2025-01-17 19:07:00,9,3.5865384666666666,Assigned
139,2025-01-17 21:27:00,9,5.346153849999999,Assigned
71,2025-01-17 23:01:00,12,5.2831579,Assigned
497,2025-01-17 23:12:00,14,5.225233650000001,Assigned
343,2025-01-17 23:28:00,9,5.04615385,Assigned
228,2025-01-17 23:37:00,12,0.5,Assigned
69,2025-01-18 00:50:00,9,3.1923076833333335,Assigned
387,2025-01-18 03:46:00,14,5.494392516666666,Assigned
294,2025-01-18 04:19:00,6,3.3550458666666665,Assigned
377,2025-01-18 06:56:00,7,1.2223301,Assigned
363,2025-01-18 07:03:00,13,7.930303016666667,Assigned
240,2025-01-18 07:16:00,14,5.8495327,Assigned
323,2025-01-18 07:47:00,12,1.9273684166666667,Assigned
371,2025-01-18 07:51:00,9,5.8423077,Assigned
460,2025-01-18 10:02:00,2,8.341584166666667,Assigned
458,2025-01-18 10:24:00,6,3.8944954166666665,Assigned
355,2025-01-18 11:15:00,2,6.262376233333333,Assigned
465,2025-01-18 11:27:00,14,6.537383183333334,Assigned
369,2025-01-18 12:46:00,2,7.113861383333333,Assigned
471,2025-01-18 13:29:00,5,0.5,Assigned
473,2025-01-18 14:31:00,12,6.615789483333333,Assigned
119,2025-01-18 15:09:00,2,7.272277216666667,Assigned
315,2025-01-18 16:15:00,12,7.021052616666666,Assigned
382,2025-01-18 21:11:00,2,5.577227733333333,Assigned
296,2025-01-18 21:19:00,6,0.5,Assigned
289,2025-01-19 00:28:00,2,3.8425742499999997,Assigned
322,2025-01-19 01:13:00,9,4.5,Assigned
476,2025-01-19 02:41:00,12,1.8136842166666667,Assigned
168,2025-01-19 04:55:00,15,5.421904766666667,Assigned
499,2025-01-19 05:55:00,14,5.569158866666667,Assigned
277,2025-01-19 10:49:00,15,4.871428583333333,Assigned
43,2025-01-19 13:46:00,13,6.691919183333334,Assigned
385,2025-01-19 14:53:00,14,5.3878504666666664,Assigned
243,2025-01-19 16:14:00,6,10.944954133333333,Assigned
133,2025-01-19 16:46:00,3,8.331730766666666,Assigned
463,2025-01-19 17:41:00,3,2.72115385,Assigned
314,2025-01-19 18:45:00,14,4.42523365,Assigned
87,2025-01-19 20:23:00,14,2.5112149500000003,Assigned
42,2025-01-19 21:09:00,12,1.3842105333333334,Assigned
143,2025-01-19 21:10:00,7,2.0378640833333335,Assigned
477,2025-01-19 21:45:00,3,3.0846153833333334,Assigned
28,2025-01-19 21:50:00,8,0.5,Assigned
422,2025-01-19 21:58:00,12,2.73157895,Assigned
280,2025-01-19 22:12:00,14,5.1953271,Assigned
496,2025-01-19 22:39:00,6,4.243119266666667,Assigned
216,2025-01-20 00:42:00,3,3.0846153833333334,Assigned
457,2025-01-20 05:16:00,3,4.069230766666666,Assigned
298,2025-01-20 07:15:00,6,1.4798165166666666,Assigned
271,2025-01-20 11:09:00,14,3.2757009333333333,Assigned
7,2025-01-20 18:00:00,13,7.3030303000000005,Assigned
373,2025-01-20 18:46:00,1,0.5,Assigned
100,2025-01-20 19:52:00,12,6.7368421000000005,Assigned
95,2025-01-20 20:28:00,9,3.6307692333333335,Assigned
399,2025-01-20 22:35:00,13,5.025252533333333,Assigned
118,2025-01-20 23:57:00,6,4.999082566666667,Assigned
462,2025-01-21 00:42:00,9,6.2999999833333336,Assigned
0,2025-01-21 00:55:00,12,0.5,Assigned
86,2025-01-21 03:59:00,12,3.8263158,Assigned
8,2025-01-21 04:36:00,15,0.5,Assigned
134,2025-01-21 05:11:00,14,2.7205607499999998,Assigned
365,2025-01-21 05:46:00,13,5.025252533333333,Assigned
107,2025-01-21 10:19:00,3,4.961538466666667,Assigned
141,2025-01-21 10:46:00,12,3.2894736833333336,Assigned
196,2025-01-21 11:29:00,9,4.384615383333334,Assigned
116,2025-01-21 12:05:00,13,5.358585866666667,Assigned
483,2025-01-21 15:12:00,3,3.2884615333333334,Assigned
266,2025-01-21 16:16:00,9,12.052884616666667,Assigned
47,2025-01-21 16:40:00,14,14.350467283333334,Assigned_Late
336,2025-01-21 18:05:00,2,9.990098999999999,Assigned
449,2025-01-21 18:38:00,3,8.9375,Assigned_Late
18,2025-01-21 18:59:00,8,0.5,Assigned
299,2025-01-21 23:07:00,2,3.4306930500000004,Assigned
331,2025-01-21 23:20:00,14,4.567289716666666,Assigned
384,2025-01-22 00:12:00,7,2.0378640833333335,Assigned
111,2025-01-22 00:20:00,2,6.820792066666667,Assigned
395,2025-01-22 01:47:00,14,6.982242983333333,Assigned
161,2025-01-22 03:29:00,12,1.3842105333333334,Assigned
325,2025-01-22 05:00:00,2,4.096039616666666,Assigned
267,2025-01-22 07:12:00,15,5.345714283333334,Assigned
31,2025-01-22 07:32:00,9,8.865384616666667,Assigned_Late
474,2025-01-22 10:28:00,15,4.880952383333334,Assigned
312,2025-01-22 13:12:00,10,0.5,Assigned
350,2025-01-22 15:22:00,9,6.923076933333333,Assigned
346,2025-01-22 15:55:00,8,12.457446816666668,Assigned_Late
260,2025-01-22 17:30:00,9,10.84134615,Assigned
194,2025-01-22 18:49:00,8,9.930851066666666,Assigned
321,2025-01-22 19:06:00,3,4.826923083333333,Assigned
60,2025-01-22 19:10:00,4,10.052631583333334,Assigned
239,2025-01-22 20:46:00,12,3.33789475,Assigned
30,2025-01-22 22:18:00,13,6.188888899999999,Assigned
337,2025-01-22 23:47:00,15,0.5,Assigned
420,2025-01-23 01:19:00,15,4.004761916666667,Assigned
128,2025-01-23 03:08:00,9,5.369230766666666,Assigned
89,2025-01-23 03:31:00,13,3.724242433333333,Assigned
439,2025-01-23 06:37:00,15,5.64285715,Assigned
235,2025-01-23 07:02:00,6,5.520183483333333,Assigned
61,2025-01-23 07:30:00,12,6.6010526333333335,Assigned
445,2025-01-23 12:21:00,6,7.087155983333333,Assigned
330,2025-01-23 17:22:00,12,5.26842105,Assigned
94,2025-01-23 18:25:00,12,5.26842105,Assigned
356,2025-01-23 18:59:00,13,7.590909083333333,Assigned
203,2025-01-23 20:56:00,2,6.868316833333334,Assigned
198,2025-01-23 21:15:00,12,3.4726315833333334,Assigned
137,2025-01-23 21:18:00,6,2.4082568833333338,Assigned
305,2025-01-23 22:23:00,2,5.1970297,Assigned
117,2025-01-23 23:06:00,6,4.008256883333334,Assigned
421,2025-01-24 00:04:00,4,3.6073684166666666,Assigned
75,2025-01-24 02:13:00,12,5.308421066666667,Assigned
469,2025-01-24 04:32:00,6,3.4284403666666665,Assigned
415,2025-01-24 05:57:00,1,0.5,Assigned
57,2025-01-24 08:35:00,4,3.026315783333333,Assigned
436,2025-01-24 09:52:00,12,1.5842105333333334,Assigned
218,2025-01-24 10:13:00,7,1.1019417500000002,Assigned
213,2025-01-24 10:29:00,6,2.46330275,Assigned
170,2025-01-24 15:11:00,5,7.26363635,Assigned
231,2025-01-24 15:14:00,12,1.5842105333333334,Assigned
307,2025-01-24 17:20:00,4,3.6578947333333334,Assigned
488,2025-01-24 20:11:00,2,2.179207916666667,Assigned
333,2025-01-24 20:17:00,6,7.79541285,Assigned
310,2025-01-24 20:51:00,3,0.5,Assigned
245,2025-01-24 21:57:00,13,5.437373750000001,Assigned
156,2025-01-24 22:35:00,3,3.3,Assigned
11,2025-01-25 04:10:00,13,4.314141416666667,Assigned
246,2025-01-25 06:19:00,5,3.467272733333333,Assigned
4,2025-01-25 06:51:00,13,6.221212133333333,Assigned
304,2025-01-25 13:33:00,12,5.678947366666667,Assigned
130,2025-01-25 13:34:00,4,7.836842116666667,Assigned
41,2025-01-25 14:02:00,3,7.7307692333333335,Assigned
52,2025-01-25 14:03:00,5,2.972727266666667,Assigned
5,2025-01-25 14:56:00,13,3.540404033333333,Assigned
351,2025-01-25 17:08:00,5,1.2363636333333334,Assigned
427,2025-01-25 17:13:00,1,10.19,Assigned
251,2025-01-25 17:18:00,9,7.25,Assigned
389,2025-01-25 17:48:00,8,5.76595745,Assigned
160,2025-01-25 20:23:00,6,5.564220183333333,Assigned
428,2025-01-25 20:45:00,2,7.04257425,Assigned
16,2025-01-25 21:01:00,5,4.616363633333333,Assigned
446,2025-01-25 21:48:00,6,4.3385321,Assigned
149,2025-01-25 23:26:00,6,5.498165133333333,Assigned
426,2025-01-26 00:26:00,15,0.5,Assigned
338,2025-01-26 02:32:00,6,4.294495416666667,Assigned
467,2025-01-26 04:27:00,8,6.2531914833333335,Assigned
309,2025-01-26 07:08:00,1,5.3,Assigned
367,2025-01-26 08:22:00,13,7.772727283333333,Assigned
32,2025-01-26 08:44:00,12,4.251578933333334,Assigned
121,2025-01-26 09:26:00,2,3.7970297000000004,Assigned
394,2025-01-26 09:28:00,3,7.951923066666667,Assigned
248,2025-01-26 09:34:00,8,4.095744683333334,Assigned
288,2025-01-26 10:21:00,1,5.23,Assigned
250,2025-01-26 12:12:00,2,0.5,Assigned
78,2025-01-26 12:43:00,6,6.105504600000001,Assigned
36,2025-01-26 13:12:00,9,8.58653845,Assigned
72,2025-01-26 13:24:00,5,4.136363633333334,Assigned
225,2025-01-26 13:39:00,13,6.8030303000000005,Assigned
255,2025-01-26 13:52:00,6,6.399082583333334,Assigned
423,2025-01-26 17:33:00,1,5.510000000000001,Assigned
348,2025-01-26 18:03:00,8,7.9680851,Assigned
81,2025-01-26 18:34:00,2,3.84158415,Assigned
354,2025-01-26 18:58:00,1,5.510000000000001,Assigned
84,2025-01-26 19:57:00,4,6.75789475,Assigned
192,2025-01-27 01:04:00,7,5.0281553500000005,Assigned
416,2025-01-27 03:50:00,3,4.8769230666666665,Assigned
20,2025-01-27 03:50:00,2,4.1277227666666665,Assigned
96,2025-01-27 04:52:00,15,0.5,Assigned
381,2025-01-27 05:00:00,6,2.6724770666666666,Assigned
407,2025-01-27 06:37:00,5,1.7218181833333333,Assigned
217,2025-01-27 06:59:00,7,4.4961165,Assigned
290,2025-01-27 07:40:00,1,8.072,Assigned_Late
159,2025-01-27 11:35:00,6,3.215596333333333,Assigned
388,2025-01-27 11:57:00,4,3.9947368500000002,Assigned
34,2025-01-27 14:29:00,13,6.6919192,Assigned
50,2025-01-27 16:29:00,6,8.729357783333334,Assigned
256,2025-01-27 16:58:00,8,5.909574466666667,Assigned
17,2025-01-27 17:47:00,6,2.23394495,Assigned
319,2025-01-27 17:47:00,2,12.381188133333334,Assigned
54,2025-01-27 19:11:00,7,7.199029133333334,Assigned
383,2025-01-27 22:52:00,8,1.2829787166666666,Assigned
455,2025-01-28 00:27:00,7,3.02427185,Assigned
234,2025-01-28 00:30:00,13,2.04343435,Assigned
375,2025-01-28 00:35:00,4,2.85789475,Assigned
390,2025-01-28 00:36:00,1,4.372,Assigned
113,2025-01-28 00:53:00,8,5.810638283333334,Assigned
358,2025-01-28 02:33:00,6,4.4779816666666665,Assigned
152,2025-01-28 03:47:00,7,5.237864066666666,Assigned
410,2025-01-28 04:03:00,6,5.380733950000001,Assigned
90,2025-01-28 06:37:00,9,7.4923077,Assigned
318,2025-01-28 12:47:00,9,6.701923083333333,Assigned
23,2025-01-28 15:04:00,12,6.647368416666667,Assigned
62,2025-01-28 16:25:00,1,4.205,Assigned
247,2025-01-28 18:21:00,8,5.97340425,Assigned
193,2025-01-28 20:24:00,1,0.5,Assigned
154,2025-01-28 23:32:00,5,5.910909083333333,Assigned
301,2025-01-28 23:39:00,13,7.457575766666666,Assigned
58,2025-01-28 23:51:00,4,6.302105266666667,Assigned
207,2025-01-29 03:08:00,7,7.25728155,Assigned
419,2025-01-29 04:33:00,1,1.476,Assigned
13,2025-01-29 04:53:00,7,0.5,Assigned
24,2025-01-29 06:10:00,1,2.348,Assigned
3,2025-01-29 08:45:00,9,9.69615385,Assigned
63,2025-01-29 09:55:00,1,2.86,Assigned
132,2025-01-29 10:22:00,3,5.278846150000001,Assigned
489,2025-01-29 13:25:00,7,0.5,Assigned
440,2025-01-29 13:44:00,1,0.5,Assigned
25,2025-01-29 14:12:00,6,9.866972466666665,Assigned_Late
237,2025-01-29 15:19:00,1,2.25,Assigned
