emergency_id,urgency_level,assigned_ambulance,ambulance_free_at_what_time,location_node,ambulance_start_node,eta,status,path_length_nodes,path
184,Moderate,6,2025-01-06 08:40:23,99,28,3.39908256880734,Assigned,2,"28,99"
487,Critical,12,2025-01-06 09:03:24,42,113,7.405263157894736,Assigned,3,"113,111,42"
484,Critical,14,2025-01-06 10:32:31,90,59,5.523364485981308,Assigned,4,"59,66,60,90"
214,Moderate,12,2025-01-06 13:51:53,57,42,2.8894736842105266,Assigned,3,"42,52,57"
186,High,14,2025-01-06 14:00:31,109,90,3.518691588785046,Assigned,3,"90,60,109"
202,Moderate,15,2025-01-06 16:49:57,78,32,6.9571428571428555,Assigned,5,"32,106,116,72,78"
49,High,1,2025-01-06 17:37:53,8,91,5.8950000000000005,Assigned,5,"91,95,40,76,8"
197,High,6,2025-01-06 20:12:29,98,99,2.4908256880733948,Assigned,2,"99,98"
124,Critical,1,2025-01-06 20:53:57,39,8,3.96,Assigned,4,"8,110,86,39"
131,Low,9,2025-01-06 23:12:36,19,96,4.600961538461538,Assigned,3,"96,35,19"
27,Critical,15,2025-01-06 23:37:20,116,78,5.3428571428571425,Assigned,3,"78,72,116"
287,Low,9,2025-01-07 00:09:26,58,19,2.4374999999999996,Assigned,3,"19,17,58"
366,Critical,15,2025-01-07 00:52:13,23,116,9.228571428571431,Assigned,5,"116,106,32,24,23"
295,Moderate,8,2025-01-07 01:20:38,15,103,5.6489361702127665,Assigned,2,"103,15"
223,Moderate,3,2025-01-07 02:17:00,93,93,0.0,Assigned,1,93
244,High,9,2025-01-07 06:50:39,71,58,1.6586538461538458,Assigned,3,"58,1,71"
138,Moderate,15,2025-01-07 07:13:37,6,23,3.6285714285714286,Assigned,2,"23,6"
147,Low,12,2025-01-07 07:35:00,57,57,0.0,Assigned,1,57
232,Moderate,2,2025-01-07 08:43:31,119,37,3.51980198019802,Assigned,4,"37,14,33,119"
332,Low,15,2025-01-07 08:55:37,23,6,3.6285714285714286,Assigned,2,"6,23"
397,Moderate,1,2025-01-07 10:44:00,39,39,0.0,Assigned,1,39
1,Low,12,2025-01-07 13:32:55,111,57,5.921052631578948,Assigned,4,"57,52,42,111"
313,Low,5,2025-01-07 13:48:00,117,94,8.004545454545456,Assigned,4,"94,85,16,117"
146,High,4,2025-01-07 15:40:43,4,53,9.726315789473684,Assigned,3,"53,69,4"
438,Moderate,1,2025-01-07 15:52:08,106,39,8.145,Assigned,3,"39,32,106"
252,Moderate,9,2025-01-07 16:06:00,5,71,7.009615384615385,Assigned,6,"71,1,58,20,100,5"
51,Critical,2,2025-01-07 17:16:49,35,119,6.816831683168317,Assigned,5,"119,58,17,19,35"
341,High,15,2025-01-07 18:41:44,24,23,3.742857142857143,Assigned,2,"23,24"
311,Moderate,9,2025-01-07 19:03:15,48,5,4.2548076923076925,Assigned,4,"5,40,76,48"
122,Moderate,15,2025-01-07 20:17:36,10,24,3.6142857142857143,Assigned,2,"24,10"
108,Low,9,2025-01-07 20:54:49,8,48,1.8173076923076923,Assigned,3,"48,76,8"
199,Moderate,12,2025-01-07 23:20:13,21,111,12.221052631578948,Assigned,4,"111,42,52,21"
279,Low,9,2025-01-07 23:23:04,95,8,4.081730769230769,Assigned,4,"8,76,40,95"
180,Low,6,2025-01-07 23:37:37,47,98,2.6284403669724767,Assigned,2,"98,47"
85,Critical,6,2025-01-08 04:01:36,86,47,5.60091743119266,Assigned,6,"47,36,76,8,110,86"
210,Low,4,2025-01-08 04:48:43,53,4,9.726315789473684,Assigned,3,"4,69,53"
402,Moderate,9,2025-01-08 06:58:57,71,95,4.961538461538462,Assigned,3,"95,68,71"
233,Low,1,2025-01-08 09:35:35,78,106,6.584999999999999,Assigned,4,"106,116,72,78"
268,Low,3,2025-01-08 09:38:12,82,93,9.216346153846155,Assigned,3,"93,43,82"
485,Low,6,2025-01-08 11:02:20,44,86,6.344036697247706,Assigned,3,"86,39,44"
401,High,14,2025-01-08 11:35:27,66,109,4.457943925233645,Assigned,3,"109,60,66"
284,Moderate,14,2025-01-08 11:47:27,109,66,4.457943925233645,Assigned,3,"66,60,109"
391,Critical,1,2025-01-08 13:44:04,72,78,3.0749999999999997,Assigned,2,"78,72"
174,Low,6,2025-01-08 14:01:00,44,44,0.0,Assigned,1,44
425,Low,1,2025-01-08 15:43:00,72,72,0.0,Assigned,1,72
12,High,15,2025-01-08 17:40:00,10,10,0.0,Assigned,1,10
204,Moderate,12,2025-01-08 19:07:55,107,21,8.921052631578949,Assigned,2,"21,107"
98,Low,1,2025-01-08 19:46:30,106,72,3.51,Assigned,3,"72,116,106"
412,Moderate,5,2025-01-08 20:26:00,117,117,0.0,Assigned,1,117
187,Low,2,2025-01-08 20:41:48,11,35,6.801980198019802,Assigned,4,"35,96,3,11"
105,High,9,2025-01-08 21:35:11,97,71,5.1923076923076925,Assigned,2,"71,97"
93,High,9,2025-01-08 23:58:57,48,97,4.961538461538463,Assigned,5,"97,47,36,76,48"
263,Critical,12,2025-01-09 00:00:00,107,107,0.0,Assigned,1,107
106,Low,8,2025-01-09 01:34:39,59,15,5.664893617021277,Assigned,2,"15,59"
340,Critical,5,2025-01-09 03:48:00,117,117,0.0,Assigned,1,117
498,High,1,2025-01-09 04:01:00,102,106,8.01,Assigned,5,"106,32,62,85,102"
272,High,9,2025-01-09 09:55:39,61,48,6.663461538461538,Assigned,5,"48,76,8,110,61"
361,Low,15,2025-01-09 10:52:00,10,10,0.0,Assigned,1,10
183,Low,8,2025-01-09 11:15:14,66,59,3.2393617021276597,Assigned,2,"59,66"
264,Moderate,14,2025-01-09 11:37:14,112,109,7.247663551401868,Assigned,5,"109,114,64,33,112"
169,Low,8,2025-01-09 12:06:32,88,66,3.542553191489363,Assigned,3,"66,60,88"
155,Critical,1,2025-01-09 12:44:10,67,102,9.18,Assigned,3,"102,85,67"
270,High,7,2025-01-09 19:07:15,78,45,8.257281553398057,Assigned,4,"45,38,72,78"
405,Low,8,2025-01-09 23:36:08,75,88,5.138297872340426,Assigned,4,"88,60,2,75"
229,Low,14,2025-01-10 01:28:26,64,112,3.4345794392523366,Assigned,3,"112,33,64"
379,Low,9,2025-01-10 03:29:48,40,61,6.807692307692307,Assigned,5,"61,110,8,76,40"
211,Moderate,14,2025-01-10 06:53:27,77,64,3.462616822429906,Assigned,3,"64,33,77"
433,High,9,2025-01-10 09:47:36,103,40,6.605769230769231,Assigned,2,"40,103"
398,Low,6,2025-01-10 09:57:00,44,44,0.0,Assigned,1,44
352,High,2,2025-01-10 10:19:52,96,11,3.8762376237623766,Assigned,3,"11,3,96"
249,Low,9,2025-01-10 10:30:36,40,103,6.605769230769231,Assigned,2,"103,40"
431,Moderate,9,2025-01-10 13:17:17,110,40,3.2884615384615388,Assigned,4,"40,76,8,110"
91,High,3,2025-01-10 14:48:18,97,82,5.3076923076923075,Assigned,3,"82,43,97"
254,High,8,2025-01-10 17:47:59,105,75,4.994680851063831,Assigned,3,"75,34,105"
185,Moderate,2,2025-01-10 18:30:27,88,96,8.450495049504951,Assigned,6,"96,118,27,90,60,88"
66,Low,8,2025-01-10 18:55:27,57,105,4.452127659574469,Assigned,5,"105,34,42,52,57"
44,Low,5,2025-01-10 21:27:30,56,117,9.504545454545456,Assigned,2,"117,56"
142,Low,2,2025-01-11 02:38:45,113,88,7.752475247524753,Assigned,2,"88,113"
76,Critical,6,2025-01-11 04:56:00,44,44,0.0,Assigned,1,44
200,Moderate,15,2025-01-11 06:21:11,66,10,5.185714285714285,Assigned,3,"10,24,66"
257,High,9,2025-01-11 06:33:22,6,110,4.370192307692308,Assigned,3,"110,12,6"
344,Moderate,10,2025-01-11 06:49:25,87,108,8.423076923076923,Assigned,2,"108,87"
360,Moderate,10,2025-01-11 09:19:42,70,87,8.703296703296703,Assigned,5,"87,41,58,18,70"
349,High,9,2025-01-11 11:03:19,115,6,6.33173076923077,Assigned,4,"6,12,7,115"
403,Low,1,2025-01-11 13:17:46,80,67,3.7800000000000002,Assigned,4,"67,32,106,80"
357,Critical,3,2025-01-11 13:34:25,43,97,1.4278846153846154,Assigned,2,"97,43"
14,Low,7,2025-01-11 13:40:47,81,78,4.79126213592233,Assigned,3,"78,104,81"
262,Critical,1,2025-01-11 13:39:52,116,80,1.875,Assigned,3,"80,106,116"
135,High,6,2025-01-11 15:40:12,39,44,5.20183486238532,Assigned,2,"44,39"
453,Low,8,2025-01-11 15:51:08,83,57,7.148936170212768,Assigned,5,"57,52,42,34,83"
40,High,7,2025-01-11 16:32:27,49,81,5.4611650485436884,Assigned,3,"81,14,49"
144,Low,10,2025-01-11 17:36:00,10,70,5.010989010989012,Assigned,2,"70,10"
104,Critical,9,2025-01-11 18:08:58,18,115,4.975961538461538,Assigned,5,"115,7,20,58,18"
191,Low,1,2025-01-11 18:42:00,3,116,8.01,Assigned,5,"116,106,32,62,3"
220,High,9,2025-01-11 23:02:32,74,18,6.548076923076923,Assigned,3,"18,70,74"
153,High,7,2025-01-12 00:18:11,37,49,3.1893203883495143,Assigned,3,"49,14,37"
386,Moderate,10,2025-01-12 00:22:52,84,10,1.879120879120879,Assigned,2,"10,84"
482,Critical,14,2025-01-12 03:06:20,118,77,4.345794392523363,Assigned,3,"77,33,118"
303,Critical,9,2025-01-12 03:23:25,51,74,5.423076923076923,Assigned,3,"74,31,51"
362,Critical,10,2025-01-12 05:12:52,10,84,1.879120879120879,Assigned,2,"84,10"
281,Critical,15,2025-01-12 06:24:30,67,66,7.5,Assigned,4,"66,24,32,67"
466,Moderate,3,2025-01-12 06:41:52,82,43,3.8798076923076916,Assigned,2,"43,82"
201,High,9,2025-01-12 09:45:06,81,51,2.105769230769231,Assigned,3,"51,104,81"
342,Moderate,8,2025-01-12 11:45:21,34,83,3.351063829787235,Assigned,2,"83,34"
165,Critical,1,2025-01-12 12:43:26,96,3,2.445,Assigned,2,"3,96"
15,Critical,14,2025-01-12 14:58:12,115,118,5.214953271028037,Assigned,4,"118,27,7,115"
393,High,3,2025-01-12 18:39:40,65,82,3.677884615384615,Assigned,2,"82,65"
486,High,3,2025-01-12 19:13:49,47,65,3.822115384615384,Assigned,3,"65,36,47"
328,Low,7,2025-01-12 20:50:00,37,37,0.0,Assigned,1,37
409,Low,15,2025-01-12 22:33:00,67,67,0.0,Assigned,1,67
33,Critical,14,2025-01-13 00:54:25,58,115,3.4205607476635507,Assigned,4,"115,7,20,58"
206,High,3,2025-01-13 01:06:45,98,47,2.754807692307692,Assigned,2,"47,98"
274,Moderate,6,2025-01-13 03:41:00,38,39,4.004587155963303,Assigned,4,"39,86,110,38"
372,Low,14,2025-01-13 05:11:24,18,58,1.4158878504672896,Assigned,2,"58,18"
167,Critical,15,2025-01-13 10:33:44,102,67,8.742857142857142,Assigned,3,"67,85,102"
339,Moderate,8,2025-01-13 12:10:41,2,34,5.696808510638299,Assigned,3,"34,75,2"
437,High,6,2025-01-13 14:56:33,89,38,2.5596330275229358,Assigned,2,"38,89"
227,Critical,15,2025-01-13 17:34:16,16,102,3.2714285714285714,Assigned,3,"102,85,16"
140,Critical,3,2025-01-13 23:24:49,97,98,3.822115384615384,Assigned,3,"98,47,97"
261,Critical,6,2025-01-13 23:49:32,116,89,5.545871559633027,Assigned,4,"89,38,72,116"
222,Critical,10,2025-01-14 00:16:31,108,10,10.532967032967033,Assigned,2,"10,108"
166,Moderate,6,2025-01-14 00:34:37,110,116,4.623853211009174,Assigned,4,"116,72,38,110"
112,Critical,3,2025-01-14 01:38:18,82,97,5.3076923076923075,Assigned,3,"97,43,82"
74,Moderate,6,2025-01-14 02:15:57,45,110,5.958715596330276,Assigned,3,"110,38,45"
418,High,8,2025-01-14 03:39:17,23,2,10.292553191489361,Assigned,5,"2,60,66,24,23"
97,Critical,9,2025-01-14 04:15:06,51,81,2.105769230769231,Assigned,3,"81,104,51"
208,Moderate,5,2025-01-14 04:31:27,61,56,8.454545454545453,Assigned,2,"56,61"
172,Moderate,6,2025-01-14 08:56:43,13,45,4.720183486238532,Assigned,2,"45,13"
64,Low,7,2025-01-14 10:09:58,64,37,3.975728155339805,Assigned,4,"37,14,33,64"
173,Moderate,7,2025-01-14 11:01:07,57,64,6.131067961165048,Assigned,7,"64,29,105,34,42,52,57"
209,Low,15,2025-01-14 12:58:44,9,16,6.742857142857142,Assigned,4,"16,85,62,9"
429,Critical,7,2025-01-14 13:10:00,57,57,0.0,Assigned,1,57
265,Critical,1,2025-01-14 13:59:21,118,96,4.365,Assigned,2,"96,118"
189,High,6,2025-01-14 15:44:06,91,13,7.114678899082569,Assigned,5,"13,76,40,95,91"
150,Critical,8,2025-01-14 17:00:03,6,23,4.053191489361703,Assigned,2,"23,6"
59,Low,3,2025-01-14 17:27:00,82,82,0.0,Assigned,1,82
320,Critical,1,2025-01-14 19:10:06,27,118,1.1099999999999999,Assigned,2,"118,27"
376,Critical,6,2025-01-14 20:55:16,50,91,9.275229357798164,Assigned,2,"91,50"
414,Critical,8,2025-01-14 21:37:03,23,6,4.053191489361703,Assigned,2,"6,23"
324,Moderate,1,2025-01-15 00:55:59,46,27,3.99,Assigned,4,"27,90,55,46"
26,Low,14,2025-01-15 01:34:28,4,18,8.481308411214952,Assigned,3,"18,58,4"
164,Low,9,2025-01-15 02:41:44,104,51,0.735576923076923,Assigned,2,"51,104"
481,Low,3,2025-01-15 02:56:12,93,82,9.216346153846155,Assigned,3,"82,43,93"
101,Moderate,9,2025-01-15 03:01:25,28,104,7.427884615384616,Assigned,3,"104,99,28"
68,Low,5,2025-01-15 05:29:26,40,61,6.4363636363636365,Assigned,5,"61,110,8,76,40"
459,Moderate,6,2025-01-15 06:22:45,112,50,7.761467889908257,Assigned,4,"50,63,56,112"
242,Low,6,2025-01-15 06:44:33,19,112,6.5642201834862375,Assigned,5,"112,119,58,17,19"
182,Moderate,6,2025-01-15 07:29:18,31,19,6.302752293577981,Assigned,6,"19,17,58,1,71,31"
306,Moderate,13,2025-01-15 12:27:40,30,73,8.681818181818183,Assigned,2,"73,30"
380,Moderate,14,2025-01-15 12:39:48,94,4,4.808411214953271,Assigned,3,"4,69,94"
212,Moderate,6,2025-01-15 12:48:17,51,31,2.2981651376146788,Assigned,2,"31,51"
326,High,5,2025-01-15 13:49:49,47,40,3.818181818181818,Assigned,4,"40,76,36,47"
115,Low,7,2025-01-15 15:17:07,64,57,6.131067961165048,Assigned,7,"57,52,42,34,105,29,64"
435,Moderate,7,2025-01-15 17:33:58,37,64,3.975728155339805,Assigned,4,"64,33,14,37"
480,Low,1,2025-01-15 21:00:37,75,46,7.62,Assigned,6,"46,55,90,60,2,75"
92,Critical,5,2025-01-15 22:28:46,0,47,5.781818181818182,Assigned,5,"47,36,76,48,0"
329,High,5,2025-01-16 00:20:06,48,0,2.1,Assigned,2,"0,48"
258,Low,5,2025-01-16 00:50:44,12,48,4.745454545454546,Assigned,5,"48,76,8,110,12"
236,Critical,4,2025-01-16 01:48:00,53,53,0.0,Assigned,1,53
392,Low,5,2025-01-16 02:16:50,13,12,5.836363636363637,Assigned,5,"12,110,8,76,13"
67,Low,6,2025-01-16 10:12:00,51,51,0.0,Assigned,1,51
80,Moderate,5,2025-01-16 11:15:10,0,13,5.181818181818182,Assigned,3,"13,48,0"
83,High,5,2025-01-16 12:25:46,47,0,5.781818181818182,Assigned,5,"0,48,76,36,47"
88,Low,7,2025-01-16 17:01:36,14,37,0.6116504854368932,Assigned,2,"37,14"
253,Low,9,2025-01-16 18:25:52,83,28,6.879807692307692,Assigned,3,"28,99,83"
188,Critical,7,2025-01-16 19:36:51,70,14,8.854368932038835,Assigned,6,"14,33,119,58,18,70"
103,Moderate,3,2025-01-16 21:36:00,93,93,0.0,Assigned,1,93
123,Moderate,9,2025-01-16 22:05:00,83,83,0.0,Assigned,1,83
434,Moderate,5,2025-01-16 23:13:31,76,47,2.522727272727273,Assigned,3,"47,36,76"
175,Low,14,2025-01-17 01:10:50,35,94,5.845794392523364,Assigned,2,"94,35"
73,Low,2,2025-01-17 02:17:06,111,113,4.113861386138614,Assigned,2,"113,111"
368,Critical,5,2025-01-17 02:34:00,76,76,0.0,Assigned,1,76
158,Critical,3,2025-01-17 06:11:06,44,93,9.100961538461538,Assigned,2,"93,44"
10,Moderate,1,2025-01-17 07:37:18,55,75,5.31,Assigned,5,"75,2,60,90,55"
490,Critical,14,2025-01-17 09:27:00,63,35,5.999999999999999,Assigned,3,"35,56,63"
364,Critical,15,2025-01-17 10:04:39,11,9,6.6571428571428575,Assigned,4,"9,62,3,11"
190,High,9,2025-01-17 10:59:30,15,83,9.504807692307692,Assigned,3,"83,103,15"
282,Critical,1,2025-01-17 11:16:26,117,55,7.4399999999999995,Assigned,3,"55,16,117"
179,Low,5,2025-01-17 11:37:05,72,76,4.090909090909091,Assigned,5,"76,8,110,38,72"
127,Moderate,8,2025-01-17 12:03:00,23,23,0.0,Assigned,1,23
494,Low,1,2025-01-17 13:33:00,117,117,0.0,Assigned,1,117
408,Moderate,6,2025-01-17 15:41:59,25,51,9.990825688073395,Assigned,3,"51,104,25"
29,Moderate,5,2025-01-17 15:39:11,106,72,3.1909090909090905,Assigned,3,"72,116,106"
224,Critical,12,2025-01-17 15:50:55,51,107,8.921052631578949,Assigned,4,"107,81,104,51"
278,High,15,2025-01-17 17:34:16,28,11,7.2714285714285705,Assigned,3,"11,3,28"
491,High,5,2025-01-17 17:36:39,32,106,0.6545454545454545,Assigned,2,"106,32"
136,Low,9,2025-01-17 17:51:07,59,15,5.120192307692307,Assigned,2,"15,59"
442,Low,5,2025-01-17 19:08:53,62,32,1.895454545454545,Assigned,2,"32,62"
139,Critical,7,2025-01-17 21:32:31,91,70,5.519417475728154,Assigned,3,"70,95,91"
71,High,12,2025-01-17 23:06:23,71,51,5.38421052631579,Assigned,3,"51,31,71"
497,Critical,2,2025-01-17 23:18:23,64,111,6.386138613861386,Assigned,6,"111,42,34,105,29,64"
343,Low,12,2025-01-17 23:29:48,58,71,1.8157894736842104,Assigned,3,"71,1,58"
228,Moderate,12,2025-01-17 23:38:48,71,58,1.8157894736842104,Assigned,3,"58,1,71"
69,High,12,2025-01-18 00:54:11,87,71,4.184210526315789,Assigned,3,"71,31,87"
387,Critical,2,2025-01-18 03:52:15,57,64,6.252475247524753,Assigned,7,"64,29,105,34,42,52,57"
294,Low,12,2025-01-18 04:26:58,10,87,7.973684210526316,Assigned,3,"87,31,10"
377,Moderate,14,2025-01-18 06:56:30,56,63,0.5046728971962616,Assigned,2,"63,56"
363,High,5,2025-01-18 07:08:18,94,62,5.304545454545455,Assigned,3,"62,85,94"
240,High,2,2025-01-18 07:20:08,105,57,4.143564356435644,Assigned,5,"57,52,42,34,105"
323,Low,7,2025-01-18 07:51:58,68,91,4.980582524271845,Assigned,3,"91,95,68"
371,High,4,2025-01-18 07:58:33,17,53,7.563157894736841,Assigned,3,"53,58,17"
460,High,7,2025-01-18 10:10:50,82,68,8.839805825242717,Assigned,5,"68,27,90,65,82"
458,Critical,12,2025-01-18 10:29:12,93,10,5.2105263157894735,Assigned,2,"10,93"
355,High,4,2025-01-18 11:23:25,101,17,8.43157894736842,Assigned,5,"17,58,41,87,101"
465,Moderate,2,2025-01-18 11:31:54,54,105,4.900990099009901,Assigned,5,"105,34,42,52,54"
369,Critical,7,2025-01-18 12:54:30,37,82,8.504854368932037,Assigned,4,"82,98,14,37"
471,Critical,13,2025-01-18 13:29:00,30,30,0.0,Assigned,1,30
473,Low,5,2025-01-18 14:39:15,46,94,8.249999999999998,Assigned,5,"94,85,16,55,46"
119,Low,15,2025-01-18 15:12:31,99,28,3.5285714285714285,Assigned,2,"28,99"
315,High,5,2025-01-18 16:20:17,32,46,5.290909090909091,Assigned,3,"46,106,32"
382,Moderate,7,2025-01-18 21:11:36,14,37,0.6116504854368932,Assigned,2,"37,14"
296,High,12,2025-01-18 21:19:00,93,93,0.0,Assigned,1,93
