emergency_id,urgency_level,assigned_ambulance,ambulance_free_at_what_time,location_node,ambulance_start_node,eta,status,path_length_nodes,path
55,High,9,2025-01-03 09:14:00,94,94,0.0,Assigned,1,94
110,Moderate,2,2025-01-03 13:27:07,64,49,6.12,Assigned,4,"49,14,33,64"
46,Low,9,2025-01-03 18:14:15,35,94,6.25,Assigned,2,"94,35"
308,High,15,2025-01-03 18:34:54,80,106,0.9,Assigned,2,"106,80"
283,High,13,2025-01-03 19:37:11,73,2,10.18,Assigned,3,"2,60,73"
276,Critical,14,2025-01-03 19:58:09,59,63,7.16,Assigned,3,"63,56,59"
162,Low,8,2025-01-03 21:00:12,4,102,5.21,Assigned,3,"102,69,4"
444,Low,2,2025-01-03 21:15:06,27,64,5.11,Assigned,4,"64,33,118,27"
291,Critical,2,2025-01-03 21:42:34,119,27,4.58,Assigned,4,"27,118,33,119"
335,High,2,2025-01-04 02:17:15,1,119,3.25,Assigned,3,"119,58,1"
461,Critical,7,2025-01-04 02:49:35,78,89,6.58,Assigned,4,"89,38,72,78"
472,Critical,15,2025-01-04 05:39:00,46,80,6.0,Assigned,3,"80,106,46"
226,Low,2,2025-01-04 08:23:46,64,1,5.78,Assigned,5,"1,58,119,33,64"
195,High,5,2025-01-04 08:35:02,40,8,2.04,Assigned,3,"8,76,40"
2,Low,4,2025-01-04 09:43:00,100,100,0.0,Assigned,1,100
176,Low,15,2025-01-04 09:57:00,46,46,0.0,Assigned,1,46
102,Critical,15,2025-01-04 11:32:58,67,46,7.98,Assigned,4,"46,106,32,67"
181,High,15,2025-01-04 11:58:00,67,67,0.0,Assigned,1,67
374,Moderate,15,2025-01-04 12:03:09,32,67,2.16,Assigned,2,"67,32"
353,Moderate,4,2025-01-04 12:04:29,20,100,2.49,Assigned,2,"100,20"
129,Moderate,10,2025-01-04 12:17:00,108,108,0.0,Assigned,1,108
171,Low,2,2025-01-04 14:15:42,77,64,3.7,Assigned,3,"64,33,77"
479,High,5,2025-01-04 14:24:52,103,40,6.87,Assigned,2,"40,103"
148,Critical,15,2025-01-04 14:32:00,32,32,0.0,Assigned,1,32
347,Low,10,2025-01-04 18:18:00,108,108,0.0,Assigned,1,108
370,High,13,2025-01-04 20:30:00,73,73,0.0,Assigned,1,73
413,High,6,2025-01-04 20:37:51,40,91,3.85,Assigned,3,"91,95,40"
430,Low,6,2025-01-04 23:03:25,110,40,3.42,Assigned,4,"40,76,8,110"
99,Low,10,2025-01-05 00:15:00,108,108,0.0,Assigned,1,108
286,Low,5,2025-01-05 03:19:00,103,103,0.0,Assigned,1,103
70,Critical,9,2025-01-05 03:44:52,11,35,6.87,Assigned,4,"35,96,3,11"
82,High,6,2025-01-05 04:16:16,48,110,3.27,Assigned,4,"110,8,76,48"
317,High,4,2025-01-05 05:05:02,6,20,6.04,Assigned,4,"20,7,12,6"
126,Low,6,2025-01-05 06:08:36,65,48,4.6,Assigned,4,"48,76,36,65"
345,Low,6,2025-01-05 06:13:12,48,65,4.61,Assigned,4,"65,36,76,48"
215,Critical,2,2025-01-05 09:48:44,37,77,4.74,Assigned,4,"77,33,14,37"
65,Critical,1,2025-01-05 12:26:06,109,101,7.11,Assigned,4,"101,87,31,109"
45,Moderate,8,2025-01-05 12:33:06,69,4,2.11,Assigned,2,"4,69"
464,High,9,2025-01-05 13:47:54,96,11,3.92,Assigned,3,"11,3,96"
302,Critical,6,2025-01-05 14:19:59,57,48,8.0,Assigned,5,"48,0,42,52,57"
396,Moderate,8,2025-01-05 18:18:07,53,69,7.12,Assigned,2,"69,53"
19,High,4,2025-01-05 20:36:48,48,6,7.82,Assigned,6,"6,12,110,8,76,48"
35,High,1,2025-01-05 22:22:50,60,109,2.83,Assigned,2,"109,60"
300,Critical,5,2025-01-06 03:15:00,103,103,0.0,Assigned,1,103
56,Critical,1,2025-01-06 04:08:00,60,60,0.0,Assigned,1,60
411,Moderate,7,2025-01-06 04:54:30,45,78,8.5,Assigned,4,"78,72,38,45"
77,Moderate,13,2025-01-06 05:29:00,73,73,0.0,Assigned,1,73
492,High,1,2025-01-06 06:05:03,94,60,7.06,Assigned,4,"60,16,85,94"
285,High,4,2025-01-06 07:03:33,91,48,6.55,Assigned,5,"48,76,40,95,91"
184,Moderate,11,2025-01-06 08:40:42,99,28,3.71,Assigned,2,"28,99"
487,Critical,6,2025-01-06 08:58:44,42,57,2.75,Assigned,3,"57,52,42"
484,Critical,14,2025-01-06 10:32:54,90,59,5.91,Assigned,4,"59,66,60,90"
214,Moderate,6,2025-01-06 13:51:44,57,42,2.75,Assigned,3,"42,52,57"
186,High,14,2025-01-06 14:00:45,109,90,3.77,Assigned,3,"90,60,109"
202,Moderate,15,2025-01-06 16:50:18,78,32,7.3,Assigned,5,"32,106,116,72,78"
49,High,4,2025-01-06 17:37:53,8,91,5.9,Assigned,5,"91,95,40,76,8"
197,High,11,2025-01-06 20:12:42,98,99,2.71,Assigned,2,"99,98"
124,Critical,4,2025-01-06 20:53:57,39,8,3.96,Assigned,4,"8,110,86,39"
131,Low,9,2025-01-06 23:12:47,19,96,4.79,Assigned,3,"96,35,19"
27,Critical,15,2025-01-06 23:37:36,116,78,5.61,Assigned,3,"78,72,116"
287,Low,9,2025-01-07 00:09:32,58,19,2.53,Assigned,3,"19,17,58"
366,Critical,15,2025-01-07 00:52:41,23,116,9.69,Assigned,5,"116,106,32,24,23"
295,Moderate,5,2025-01-07 01:20:18,15,103,5.31,Assigned,2,"103,15"
223,Moderate,3,2025-01-07 02:17:00,93,93,0.0,Assigned,1,93
244,High,9,2025-01-07 06:50:43,71,58,1.72,Assigned,3,"58,1,71"
138,Moderate,15,2025-01-07 07:13:48,6,23,3.81,Assigned,2,"23,6"
147,Low,6,2025-01-07 07:35:00,57,57,0.0,Assigned,1,57
232,Moderate,2,2025-01-07 08:43:33,119,37,3.56,Assigned,4,"37,14,33,119"
332,Low,15,2025-01-07 08:55:48,23,6,3.81,Assigned,2,"6,23"
397,Moderate,4,2025-01-07 10:44:00,39,39,0.0,Assigned,1,39
1,Low,12,2025-01-07 13:31:09,111,113,4.16,Assigned,2,"113,111"
313,Low,1,2025-01-07 13:48:48,117,94,8.8,Assigned,4,"94,85,16,117"
146,High,8,2025-01-07 15:40:14,4,53,9.24,Assigned,3,"53,69,4"
438,Moderate,4,2025-01-07 15:52:08,106,39,8.14,Assigned,3,"39,32,106"
252,Moderate,9,2025-01-07 16:06:17,5,71,7.29,Assigned,6,"71,1,58,20,100,5"
51,Critical,2,2025-01-07 17:16:53,35,119,6.88,Assigned,5,"119,58,17,19,35"
341,High,15,2025-01-07 18:41:55,24,23,3.93,Assigned,2,"23,24"
311,Moderate,9,2025-01-07 19:03:25,48,5,4.42,Assigned,4,"5,40,76,48"
122,Moderate,15,2025-01-07 20:17:47,10,24,3.79,Assigned,2,"24,10"
108,Low,9,2025-01-07 20:54:53,8,48,1.89,Assigned,3,"48,76,8"
199,Moderate,6,2025-01-07 23:17:15,21,57,9.25,Assigned,3,"57,52,21"
279,Low,9,2025-01-07 23:23:14,95,8,4.25,Assigned,4,"8,76,40,95"
180,Low,11,2025-01-07 23:37:51,47,98,2.87,Assigned,2,"98,47"
85,Critical,11,2025-01-08 04:02:06,86,47,6.11,Assigned,6,"47,36,76,8,110,86"
210,Low,8,2025-01-08 04:48:14,53,4,9.24,Assigned,3,"4,69,53"
402,Moderate,9,2025-01-08 06:59:09,71,95,5.16,Assigned,3,"95,68,71"
233,Low,4,2025-01-08 09:35:35,78,106,6.58,Assigned,4,"106,116,72,78"
268,Low,3,2025-01-08 09:38:35,82,93,9.59,Assigned,3,"93,43,82"
485,Low,11,2025-01-08 11:02:54,44,86,6.91,Assigned,3,"86,39,44"
401,High,14,2025-01-08 11:35:46,66,109,4.77,Assigned,3,"109,60,66"
284,Moderate,14,2025-01-08 11:47:46,109,66,4.77,Assigned,3,"66,60,109"
391,Critical,4,2025-01-08 13:44:04,72,78,3.07,Assigned,2,"78,72"
174,Low,11,2025-01-08 14:01:00,44,44,0.0,Assigned,1,44
425,Low,4,2025-01-08 15:43:00,72,72,0.0,Assigned,1,72
12,High,15,2025-01-08 17:40:00,10,10,0.0,Assigned,1,10
204,Moderate,6,2025-01-08 19:07:28,107,21,8.48,Assigned,2,"21,107"
98,Low,4,2025-01-08 19:46:30,106,72,3.51,Assigned,3,"72,116,106"
412,Moderate,1,2025-01-08 20:26:00,117,117,0.0,Assigned,1,117
187,Low,2,2025-01-08 20:41:52,11,35,6.87,Assigned,4,"35,96,3,11"
105,High,9,2025-01-08 21:35:24,97,71,5.4,Assigned,2,"71,97"
93,High,9,2025-01-08 23:59:09,48,97,5.16,Assigned,5,"97,47,36,76,48"
263,Critical,6,2025-01-09 00:00:00,107,107,0.0,Assigned,1,107
106,Low,5,2025-01-09 01:34:19,59,15,5.32,Assigned,2,"15,59"
340,Critical,1,2025-01-09 03:48:00,117,117,0.0,Assigned,1,117
498,High,4,2025-01-09 04:01:00,102,106,8.01,Assigned,5,"106,32,62,85,102"
272,High,9,2025-01-09 09:55:55,61,48,6.93,Assigned,5,"48,76,8,110,61"
361,Low,15,2025-01-09 10:52:00,10,10,0.0,Assigned,1,10
183,Low,5,2025-01-09 11:15:02,66,59,3.04,Assigned,2,"59,66"
264,Moderate,14,2025-01-09 11:37:45,112,109,7.75,Assigned,5,"109,114,64,33,112"
169,Low,5,2025-01-09 12:06:19,88,66,3.33,Assigned,3,"66,60,88"
155,Critical,4,2025-01-09 12:44:10,67,102,9.18,Assigned,3,"102,85,67"
270,High,7,2025-01-09 19:07:30,78,45,8.5,Assigned,4,"45,38,72,78"
405,Low,5,2025-01-09 23:35:49,75,88,4.83,Assigned,4,"88,60,2,75"
229,Low,14,2025-01-10 01:28:40,64,112,3.68,Assigned,3,"112,33,64"
379,Low,9,2025-01-10 03:30:04,40,61,7.08,Assigned,5,"61,110,8,76,40"
211,Moderate,14,2025-01-10 06:53:42,77,64,3.7,Assigned,3,"64,33,77"
433,High,9,2025-01-10 09:47:52,103,40,6.87,Assigned,2,"40,103"
398,Low,11,2025-01-10 09:57:00,44,44,0.0,Assigned,1,44
352,High,2,2025-01-10 10:19:54,96,11,3.92,Assigned,3,"11,3,96"
249,Low,9,2025-01-10 10:30:52,40,103,6.87,Assigned,2,"103,40"
431,Moderate,9,2025-01-10 13:17:25,110,40,3.42,Assigned,4,"40,76,8,110"
91,High,3,2025-01-10 14:48:31,97,82,5.52,Assigned,3,"82,43,97"
254,High,12,2025-01-10 17:47:19,105,111,4.32,Assigned,4,"111,42,34,105"
185,Moderate,5,2025-01-10 18:26:49,88,75,4.83,Assigned,4,"75,2,60,88"
66,Low,12,2025-01-10 18:55:11,57,105,4.19,Assigned,5,"105,34,42,52,57"
44,Low,2,2025-01-10 21:26:50,56,96,8.83,Assigned,3,"96,35,56"
142,Low,5,2025-01-11 02:38:49,113,88,7.83,Assigned,2,"88,113"
76,Critical,11,2025-01-11 04:56:00,44,44,0.0,Assigned,1,44
200,Moderate,15,2025-01-11 06:21:26,66,10,5.45,Assigned,3,"10,24,66"
257,High,9,2025-01-11 06:33:32,6,110,4.55,Assigned,3,"110,12,6"
344,Moderate,10,2025-01-11 06:48:39,87,108,7.67,Assigned,2,"108,87"
360,Moderate,10,2025-01-11 09:18:55,70,87,7.92,Assigned,5,"87,41,58,18,70"
349,High,9,2025-01-11 11:03:35,115,6,6.59,Assigned,4,"6,12,7,115"
403,Low,4,2025-01-11 13:17:46,80,67,3.78,Assigned,4,"67,32,106,80"
357,Critical,3,2025-01-11 13:34:29,43,97,1.49,Assigned,2,"97,43"
14,Low,7,2025-01-11 13:40:56,81,78,4.94,Assigned,3,"78,104,81"
262,Critical,4,2025-01-11 13:39:52,116,80,1.88,Assigned,3,"80,106,116"
135,High,11,2025-01-11 15:40:40,39,44,5.67,Assigned,2,"44,39"
453,Low,12,2025-01-11 15:50:43,83,57,6.72,Assigned,5,"57,52,42,34,83"
40,High,7,2025-01-11 16:32:37,49,81,5.62,Assigned,3,"81,14,49"
144,Low,10,2025-01-11 17:35:33,10,70,4.56,Assigned,2,"70,10"
104,Critical,9,2025-01-11 18:09:10,18,115,5.18,Assigned,5,"115,7,20,58,18"
191,Low,4,2025-01-11 18:42:00,3,116,8.01,Assigned,5,"116,106,32,62,3"
220,High,9,2025-01-11 23:02:48,74,18,6.81,Assigned,3,"18,70,74"
153,High,7,2025-01-12 00:18:17,37,49,3.29,Assigned,3,"49,14,37"
386,Moderate,10,2025-01-12 00:22:42,84,10,1.71,Assigned,2,"10,84"
482,Critical,14,2025-01-12 03:06:39,118,77,4.65,Assigned,3,"77,33,118"
303,Critical,9,2025-01-12 03:23:38,51,74,5.64,Assigned,3,"74,31,51"
362,Critical,10,2025-01-12 05:12:42,10,84,1.71,Assigned,2,"84,10"
281,Critical,15,2025-01-12 06:24:52,67,66,7.88,Assigned,4,"66,24,32,67"
466,Moderate,3,2025-01-12 06:42:02,82,43,4.04,Assigned,2,"43,82"
201,High,9,2025-01-12 09:45:11,81,51,2.19,Assigned,3,"51,104,81"
342,Moderate,12,2025-01-12 11:45:09,34,83,3.15,Assigned,2,"83,34"
165,Critical,4,2025-01-12 12:43:26,96,3,2.44,Assigned,2,"3,96"
15,Critical,14,2025-01-12 14:58:34,115,118,5.58,Assigned,4,"118,27,7,115"
393,High,3,2025-01-12 18:39:49,65,82,3.83,Assigned,2,"82,65"
486,High,3,2025-01-12 19:13:58,47,65,3.98,Assigned,3,"65,36,47"
328,Low,7,2025-01-12 20:50:00,37,37,0.0,Assigned,1,37
409,Low,15,2025-01-12 22:33:00,67,67,0.0,Assigned,1,67
33,Critical,14,2025-01-13 00:54:39,58,115,3.66,Assigned,4,"115,7,20,58"
206,High,3,2025-01-13 01:06:51,98,47,2.87,Assigned,2,"47,98"
274,Moderate,11,2025-01-13 03:41:21,38,39,4.37,Assigned,4,"39,86,110,38"
372,Low,14,2025-01-13 05:11:30,18,58,1.52,Assigned,2,"58,18"
167,Critical,1,2025-01-13 10:33:10,102,117,8.18,Assigned,4,"117,16,85,102"
339,Moderate,12,2025-01-13 12:10:21,2,34,5.36,Assigned,3,"34,75,2"
437,High,11,2025-01-13 14:56:47,89,38,2.79,Assigned,2,"38,89"
227,Critical,1,2025-01-13 17:34:26,16,102,3.44,Assigned,3,"102,85,16"
140,Critical,3,2025-01-13 23:24:58,97,98,3.98,Assigned,3,"98,47,97"
261,Critical,15,2025-01-13 23:47:51,116,67,3.85,Assigned,4,"67,32,106,116"
222,Critical,10,2025-01-14 00:15:35,108,10,9.59,Assigned,2,"10,108"
166,Moderate,11,2025-01-14 00:34:34,110,89,4.58,Assigned,3,"89,38,110"
112,Critical,3,2025-01-14 01:38:31,82,97,5.52,Assigned,3,"97,43,82"
74,Moderate,11,2025-01-14 02:16:29,45,110,6.5,Assigned,3,"110,38,45"
418,High,12,2025-01-14 03:38:40,23,2,9.67,Assigned,5,"2,60,66,24,23"
97,Critical,9,2025-01-14 04:15:11,51,81,2.19,Assigned,3,"81,104,51"
208,Moderate,15,2025-01-14 04:31:42,61,116,8.7,Assigned,5,"116,72,38,110,61"
172,Moderate,11,2025-01-14 08:57:08,13,45,5.15,Assigned,2,"45,13"
64,Low,7,2025-01-14 10:10:05,64,37,4.1,Assigned,4,"37,14,33,64"
173,Moderate,7,2025-01-14 11:01:18,57,64,6.31,Assigned,7,"64,29,105,34,42,52,57"
209,Low,1,2025-01-14 12:59:04,9,16,7.08,Assigned,4,"16,85,62,9"
429,Critical,7,2025-01-14 13:10:00,57,57,0.0,Assigned,1,57
265,Critical,4,2025-01-14 13:59:21,118,96,4.37,Assigned,2,"96,118"
189,High,11,2025-01-14 15:44:45,91,13,7.75,Assigned,5,"13,76,40,95,91"
150,Critical,12,2025-01-14 16:59:48,6,23,3.81,Assigned,2,"23,6"
59,Low,3,2025-01-14 17:27:00,82,82,0.0,Assigned,1,82
320,Critical,4,2025-01-14 19:10:06,27,118,1.11,Assigned,2,"118,27"
376,Critical,2,2025-01-14 20:48:13,50,56,2.22,Assigned,3,"56,63,50"
414,Critical,12,2025-01-14 21:36:48,23,6,3.81,Assigned,2,"6,23"
324,Moderate,4,2025-01-15 00:55:59,46,27,3.99,Assigned,4,"27,90,55,46"
26,Low,14,2025-01-15 01:35:04,4,18,9.07,Assigned,3,"18,58,4"
164,Low,9,2025-01-15 02:41:45,104,51,0.77,Assigned,2,"51,104"
481,Low,3,2025-01-15 02:56:35,93,82,9.59,Assigned,3,"82,43,93"
101,Moderate,9,2025-01-15 03:01:43,28,104,7.73,Assigned,3,"104,99,28"
68,Low,11,2025-01-15 05:26:51,40,91,3.85,Assigned,3,"91,95,40"
459,Moderate,2,2025-01-15 06:23:27,112,50,8.46,Assigned,4,"50,63,56,112"
242,Low,2,2025-01-15 06:45:09,19,112,7.15,Assigned,5,"112,119,58,17,19"
182,Moderate,2,2025-01-15 07:29:52,31,19,6.87,Assigned,6,"19,17,58,1,71,31"
306,Moderate,13,2025-01-15 12:27:35,30,73,8.6,Assigned,2,"73,30"
380,Moderate,14,2025-01-15 12:40:08,94,4,5.14,Assigned,3,"4,69,94"
212,Moderate,2,2025-01-15 12:48:30,51,31,2.5,Assigned,2,"31,51"
326,High,11,2025-01-15 13:50:12,47,40,4.2,Assigned,4,"40,76,36,47"
115,Low,7,2025-01-15 15:17:18,64,57,6.31,Assigned,7,"57,52,42,34,105,29,64"
435,Moderate,7,2025-01-15 17:34:05,37,64,4.1,Assigned,4,"64,33,14,37"
480,Low,4,2025-01-15 21:00:37,75,46,7.62,Assigned,6,"46,55,90,60,2,75"
92,Critical,11,2025-01-15 22:29:21,0,47,6.36,Assigned,5,"47,36,76,48,0"
329,High,11,2025-01-16 00:20:18,48,0,2.31,Assigned,2,"0,48"
258,Low,11,2025-01-16 00:51:13,12,48,5.22,Assigned,5,"48,76,8,110,12"
236,Critical,8,2025-01-16 01:48:00,53,53,0.0,Assigned,1,53
392,Low,11,2025-01-16 02:17:25,13,12,6.42,Assigned,5,"12,110,8,76,13"
67,Low,2,2025-01-16 10:12:00,51,51,0.0,Assigned,1,51
80,Moderate,11,2025-01-16 11:15:42,0,13,5.7,Assigned,3,"13,48,0"
83,High,11,2025-01-16 12:26:21,47,0,6.36,Assigned,5,"0,48,76,36,47"
88,Low,7,2025-01-16 17:01:37,14,37,0.63,Assigned,2,"37,14"
253,Low,9,2025-01-16 18:26:09,83,28,7.15,Assigned,3,"28,99,83"
188,Critical,7,2025-01-16 19:37:07,70,14,9.12,Assigned,6,"14,33,119,58,18,70"
103,Moderate,3,2025-01-16 21:36:00,93,93,0.0,Assigned,1,93
123,Moderate,9,2025-01-16 22:05:00,83,83,0.0,Assigned,1,83
434,Moderate,11,2025-01-16 23:13:46,76,47,2.77,Assigned,3,"47,36,76"
175,Low,14,2025-01-17 01:11:15,35,94,6.25,Assigned,2,"94,35"
73,Low,5,2025-01-17 02:17:09,111,113,4.16,Assigned,2,"113,111"
368,Critical,11,2025-01-17 02:34:00,76,76,0.0,Assigned,1,76
158,Critical,3,2025-01-17 06:11:27,44,93,9.46,Assigned,2,"93,44"
10,Moderate,4,2025-01-17 07:37:18,55,75,5.31,Assigned,5,"75,2,60,90,55"
490,Critical,14,2025-01-17 09:27:25,63,35,6.42,Assigned,3,"35,56,63"
364,Critical,1,2025-01-17 10:04:59,11,9,6.99,Assigned,4,"9,62,3,11"
190,High,9,2025-01-17 10:59:53,15,83,9.88,Assigned,3,"83,103,15"
282,Critical,4,2025-01-17 11:16:26,117,55,7.44,Assigned,3,"55,16,117"
179,Low,11,2025-01-17 11:37:30,72,76,4.5,Assigned,5,"76,8,110,38,72"
127,Moderate,12,2025-01-17 12:03:00,23,23,0.0,Assigned,1,23
494,Low,4,2025-01-17 13:33:00,117,117,0.0,Assigned,1,117
408,Moderate,2,2025-01-17 15:42:53,25,51,10.89,Assigned,3,"51,104,25"
29,Moderate,11,2025-01-17 15:39:30,106,72,3.51,Assigned,3,"72,116,106"
224,Critical,6,2025-01-17 15:50:28,51,107,8.48,Assigned,4,"107,81,104,51"
278,High,1,2025-01-17 17:34:38,28,11,7.63,Assigned,3,"11,3,28"
491,High,11,2025-01-17 17:36:43,32,106,0.72,Assigned,2,"106,32"
136,Low,9,2025-01-17 17:51:19,59,15,5.32,Assigned,2,"15,59"
442,Low,11,2025-01-17 19:09:05,62,32,2.08,Assigned,2,"32,62"
139,Critical,7,2025-01-17 21:32:41,91,70,5.69,Assigned,3,"70,95,91"
71,High,6,2025-01-17 23:06:06,71,51,5.12,Assigned,3,"51,31,71"
497,Critical,5,2025-01-17 23:18:27,64,111,6.45,Assigned,6,"111,42,34,105,29,64"
343,Low,6,2025-01-17 23:29:43,58,71,1.72,Assigned,3,"71,1,58"
228,Moderate,6,2025-01-17 23:38:43,71,58,1.72,Assigned,3,"58,1,71"
69,High,6,2025-01-18 00:53:58,87,71,3.98,Assigned,3,"71,31,87"
387,Critical,5,2025-01-18 03:52:18,57,64,6.31,Assigned,7,"64,29,105,34,42,52,57"
294,Low,6,2025-01-18 04:26:34,10,87,7.58,Assigned,3,"87,31,10"
377,Moderate,14,2025-01-18 06:56:32,56,63,0.54,Assigned,2,"63,56"
363,High,15,2025-01-18 07:08:36,94,61,5.61,Assigned,2,"61,94"
240,High,5,2025-01-18 07:20:11,105,57,4.19,Assigned,5,"57,52,42,34,105"
323,Low,7,2025-01-18 07:52:07,68,91,5.13,Assigned,3,"91,95,68"
371,High,7,2025-01-18 07:57:13,17,68,5.1,Assigned,5,"68,71,1,58,17"
460,High,5,2025-01-18 10:11:52,82,105,9.87,Assigned,5,"105,34,36,65,82"
458,Critical,6,2025-01-18 10:28:57,93,10,4.95,Assigned,2,"10,93"
355,High,7,2025-01-18 11:23:00,101,17,8.01,Assigned,5,"17,58,41,87,101"
465,Moderate,7,2025-01-18 11:34:04,54,101,7.08,Assigned,3,"101,39,54"
369,Critical,5,2025-01-18 12:54:45,37,82,8.76,Assigned,4,"82,98,14,37"
471,Critical,13,2025-01-18 13:29:00,30,30,0.0,Assigned,1,30
473,Low,11,2025-01-18 14:38:54,46,62,7.9,Assigned,4,"62,32,106,46"
119,Low,1,2025-01-18 15:12:42,99,28,3.71,Assigned,2,"28,99"
315,High,11,2025-01-18 16:20:49,32,46,5.82,Assigned,3,"46,106,32"
382,Moderate,5,2025-01-18 21:11:37,14,37,0.63,Assigned,2,"37,14"
296,High,6,2025-01-18 21:19:00,93,93,0.0,Assigned,1,93
289,Moderate,1,2025-01-19 00:32:01,104,99,4.02,Assigned,2,"99,104"
322,High,5,2025-01-19 01:22:07,70,14,9.12,Assigned,6,"14,33,119,58,18,70"
476,Moderate,11,2025-01-19 02:42:37,80,32,1.62,Assigned,3,"32,106,80"
168,Low,1,2025-01-19 05:02:07,114,104,7.12,Assigned,3,"104,81,114"
499,Critical,14,2025-01-19 06:01:14,112,56,6.24,Assigned,2,"56,112"
277,Moderate,1,2025-01-19 10:53:52,88,114,4.88,Assigned,4,"114,109,60,88"
43,Moderate,15,2025-01-19 13:51:08,4,94,5.14,Assigned,3,"94,69,4"
385,Low,5,2025-01-19 14:58:22,17,70,5.37,Assigned,4,"70,18,58,17"
243,Low,7,2025-01-19 16:20:23,111,54,6.39,Assigned,4,"54,52,42,111"
133,Moderate,3,2025-01-19 16:52:54,86,44,6.91,Assigned,3,"44,39,86"
463,Low,3,2025-01-19 17:42:20,110,86,1.33,Assigned,2,"86,110"
314,Low,5,2025-01-19 18:48:25,71,17,3.42,Assigned,4,"17,58,1,71"
87,Moderate,1,2025-01-19 20:26:03,27,88,3.06,Assigned,4,"88,60,90,27"
42,Critical,11,2025-01-19 21:09:54,106,80,0.9,Assigned,2,"80,106"
143,Critical,14,2025-01-19 21:18:27,50,112,8.46,Assigned,4,"112,56,63,50"
477,Low,3,2025-01-19 21:49:34,89,110,4.58,Assigned,3,"110,38,89"
28,High,2,2025-01-19 21:50:00,25,25,0.0,Assigned,1,25
422,Low,11,2025-01-19 22:00:48,62,106,2.81,Assigned,3,"106,32,62"
280,Low,1,2025-01-19 22:17:28,96,27,5.48,Assigned,3,"27,118,96"
496,Moderate,7,2025-01-19 22:42:42,34,111,3.7,Assigned,3,"111,42,34"
216,High,3,2025-01-20 00:46:34,110,89,4.58,Assigned,3,"89,38,110"
457,High,3,2025-01-20 05:19:39,61,110,3.66,Assigned,2,"110,61"
298,Low,7,2025-01-20 07:15:36,105,34,0.61,Assigned,2,"34,105"
