emergency_id,ambulance_id,distance_weight,travel_time_min,ambulance_free_at
458,12,3.3,5.2105263157894735,2025-01-18 10:29:12
355,4,5.339999999999999,8.43157894736842,2025-01-18 11:23:25
465,2,3.3,4.900990099009901,2025-01-18 11:31:54
369,7,5.84,8.504854368932037,2025-01-18 12:54:30
471,13,0.0,0.0,2025-01-18 13:29:00
473,5,6.05,8.249999999999998,2025-01-18 14:39:15
119,15,2.47,3.5285714285714285,2025-01-18 15:12:31
315,5,3.88,5.290909090909091,2025-01-18 16:20:17
382,7,0.42,0.6116504854368932,2025-01-18 21:11:36
296,12,0.0,0.0,2025-01-18 21:19:00
289,15,2.68,3.828571428571429,2025-01-19 00:31:49
322,7,6.08,8.854368932038835,2025-01-19 01:21:51
476,5,1.08,1.4727272727272729,2025-01-19 02:42:28
168,15,4.75,6.785714285714286,2025-01-19 05:01:47
499,14,4.16,5.831775700934579,2025-01-19 06:00:49
277,15,3.25,4.642857142857143,2025-01-19 10:53:38
43,8,6.91,11.026595744680852,2025-01-19 13:57:01
385,7,3.5799999999999996,5.213592233009708,2025-01-19 14:58:12
243,2,4.26,6.326732673267326,2025-01-19 16:20:19
133,4,2.67,4.215789473684211,2025-01-19 16:50:12
463,4,0.89,1.4052631578947368,2025-01-19 17:42:24
314,7,2.28,3.320388349514563,2025-01-19 18:48:19
87,15,2.04,2.914285714285714,2025-01-19 20:25:54
42,5,0.6,0.8181818181818181,2025-01-19 21:09:49
143,14,5.640000000000001,7.906542056074766,2025-01-19 21:17:54
477,4,3.05,4.815789473684211,2025-01-19 21:49:48
28,6,0.0,0.0,2025-01-19 21:50:00
422,5,1.8699999999999999,2.55,2025-01-19 22:00:33
280,15,3.6500000000000004,5.214285714285715,2025-01-19 22:17:12
496,2,2.4699999999999998,3.6683168316831685,2025-01-19 22:42:40
216,4,3.05,4.815789473684211,2025-01-20 00:46:48
457,4,2.44,3.852631578947368,2025-01-20 05:19:51
298,2,0.41,0.6089108910891089,2025-01-20 07:15:36
271,15,2.61,3.728571428571428,2025-01-20 11:12:43
7,7,3.6,5.242718446601942,2025-01-20 18:05:14
373,8,6.16,9.829787234042556,2025-01-20 18:55:49
100,5,2.83,3.859090909090909,2025-01-20 19:55:51
95,8,3.66,5.840425531914894,2025-01-20 20:33:50
399,7,3.54,5.155339805825243,2025-01-20 22:40:09
118,2,4.890000000000001,7.262376237623764,2025-01-21 00:04:15
462,7,5.7700000000000005,8.402912621359222,2025-01-21 00:50:24
0,5,0.0,0.0,2025-01-21 00:55:00
86,5,2.83,3.859090909090909,2025-01-21 04:02:51
8,2,3.72,5.524752475247525,2025-01-21 04:41:31
134,15,2.61,3.728571428571428,2025-01-21 05:14:43
365,12,4.69,7.405263157894738,2025-01-21 05:53:24
107,4,2.44,3.852631578947368,2025-01-21 10:22:51
141,5,1.8699999999999999,2.55,2025-01-21 10:48:33
196,8,2.83,4.515957446808512,2025-01-21 11:33:30
116,12,2.2,3.4736842105263164,2025-01-21 12:08:28
483,4,1.72,2.71578947368421,2025-01-21 15:14:42
266,2,5.22,7.752475247524753,2025-01-21 16:23:45
47,2,4.66,6.920792079207921,2025-01-21 16:46:55
336,8,2.34,3.7340425531914896,2025-01-21 18:08:44
449,7,2.6500000000000004,3.8592233009708736,2025-01-21 18:41:51
18,6,0.0,0.0,2025-01-21 18:59:00
299,8,3.0900000000000003,4.930851063829788,2025-01-21 23:11:55
331,15,3.95,5.642857142857142,2025-01-21 23:25:38
384,14,1.48,2.074766355140187,2025-01-22 00:14:04
111,12,6.26,9.884210526315789,2025-01-22 00:29:53
395,3,0.0,0.0,2025-01-22 01:47:00
161,5,0.6,0.8181818181818181,2025-01-22 03:29:49
325,12,3.4699999999999998,5.478947368421052,2025-01-22 05:05:28
267,8,2.17,3.462765957446809,2025-01-22 07:15:27
31,8,4.869999999999999,7.77127659574468,2025-01-22 07:39:46
474,9,4.76,6.865384615384615,2025-01-22 10:34:51
312,10,0.0,0.0,2025-01-22 13:12:00
350,8,4.72,7.531914893617023,2025-01-22 15:29:31
346,4,7.26,11.463157894736842,2025-01-22 16:06:27
260,15,3.95,5.642857142857142,2025-01-22 17:35:38
194,4,4.93,7.784210526315789,2025-01-22 18:56:47
321,7,1.28,1.8640776699029125,2025-01-22 19:07:51
60,7,1.28,1.8640776699029125,2025-01-22 19:11:51
239,5,2.52,3.4363636363636365,2025-01-22 20:49:26
30,8,2.62,4.180851063829788,2025-01-22 22:22:10
337,9,0.0,0.0,2025-01-22 23:47:00
420,2,3.67,5.4504950495049505,2025-01-23 01:24:27
128,4,4.28,6.757894736842106,2025-01-23 03:14:45
89,8,2.62,4.180851063829788,2025-01-23 03:35:10
439,2,3.91,5.806930693069307,2025-01-23 06:42:48
235,9,1.44,2.0769230769230766,2025-01-23 07:04:04
61,5,3.69,5.031818181818181,2025-01-23 07:35:01
445,5,3.85,5.250000000000001,2025-01-23 12:26:15
330,5,4.38,5.972727272727273,2025-01-23 17:27:58
94,5,2.25,3.0681818181818183,2025-01-23 18:28:04
356,8,4.35,6.9414893617021285,2025-01-23 19:05:56
203,9,2.29,3.3028846153846154,2025-01-23 20:59:18
198,5,2.73,3.7227272727272727,2025-01-23 21:18:43
137,8,4.03,6.430851063829788,2025-01-23 21:24:25
305,9,3.99,5.7548076923076925,2025-01-23 22:28:45
117,8,2.99,4.771276595744682,2025-01-23 23:10:46
421,7,1.6,2.3300970873786406,2025-01-24 00:06:19
75,15,3.19,4.557142857142857,2025-01-24 02:17:33
469,8,2.62,4.180851063829788,2025-01-24 04:36:10
415,15,5.35,7.642857142857142,2025-01-24 06:04:38
57,7,1.09,1.5873786407766992,2025-01-24 08:36:35
436,15,4.79,6.842857142857143,2025-01-24 09:58:50
218,14,0.36,0.5046728971962616,2025-01-24 10:13:30
213,8,1.47,2.3457446808510642,2025-01-24 10:31:20
170,12,0.0,0.0,2025-01-24 15:11:00
231,15,0.56,0.8,2025-01-24 15:14:48
307,7,1.09,1.5873786407766992,2025-01-24 17:21:35
488,9,1.58,2.278846153846154,2025-01-24 20:13:16
333,12,7.130000000000001,11.257894736842108,2025-01-24 20:28:15
310,7,2.88,4.194174757281552,2025-01-24 20:55:11
245,8,0.0,0.0,2025-01-24 21:57:00
156,7,2.48,3.611650485436893,2025-01-24 22:38:36
11,5,2.34,3.1909090909090905,2025-01-25 04:13:11
246,12,5.07,8.005263157894738,2025-01-25 06:27:00
4,8,0.0,0.0,2025-01-25 06:51:00
304,15,3.19,4.557142857142857,2025-01-25 13:37:33
130,7,4.15,6.043689320388349,2025-01-25 13:40:02
41,9,5.57,8.033653846153847,2025-01-25 14:10:02
52,12,2.06,3.2526315789473683,2025-01-25 14:06:15
5,8,2.52,4.021276595744681,2025-01-25 15:00:01
351,12,0.43,0.6789473684210525,2025-01-25 17:08:40
427,12,2.49,3.931578947368422,2025-01-25 17:16:55
251,4,4.39,6.93157894736842,2025-01-25 17:24:55
389,9,4.24,6.115384615384615,2025-01-25 17:54:06
160,5,4.39,5.986363636363635,2025-01-25 20:28:59
428,9,4.72,6.807692307692307,2025-01-25 20:51:48
16,15,5.31,7.585714285714285,2025-01-25 21:08:35
446,9,3.62,5.221153846153846,2025-01-25 21:53:13
149,5,2.9299999999999997,3.995454545454545,2025-01-25 23:29:59
426,2,0.0,0.0,2025-01-26 00:26:00
338,9,2.9,4.1826923076923075,2025-01-26 02:36:10
467,5,4.76,6.49090909090909,2025-01-26 04:33:29
309,12,2.96,4.673684210526316,2025-01-26 07:12:40
367,8,5.119999999999999,8.170212765957446,2025-01-26 08:30:10
32,15,4.66,6.6571428571428575,2025-01-26 08:50:39
121,8,2.36,3.7659574468085113,2025-01-26 09:29:45
394,7,5.64,8.213592233009708,2025-01-26 09:36:12
248,5,2.47,3.3681818181818186,2025-01-26 09:37:22
288,8,2.93,4.675531914893618,2025-01-26 10:25:40
250,8,2.93,4.675531914893618,2025-01-26 12:16:40
78,9,4.28,6.173076923076923,2025-01-26 12:49:10
36,1,0.0,0.0,2025-01-26 13:12:00
72,1,4.5,6.75,2025-01-26 13:30:45
225,1,4.68,7.02,2025-01-26 13:46:01
255,9,4.92,7.096153846153846,2025-01-26 13:59:05
423,4,5.17,8.163157894736843,2025-01-26 17:41:09
348,5,4.39,5.986363636363635,2025-01-26 18:08:59
81,8,1.1199999999999999,1.7872340425531916,2025-01-26 18:35:47
354,8,1.81,2.888297872340426,2025-01-26 19:00:53
84,9,6.47,9.33173076923077,2025-01-26 20:06:19
192,14,4.7700000000000005,6.686915887850468,2025-01-27 01:10:41
416,7,2.6900000000000004,3.91747572815534,2025-01-27 03:53:55
20,8,3.94,6.287234042553192,2025-01-27 03:56:17
96,2,0.0,0.0,2025-01-27 04:52:00
381,4,2.5599999999999996,4.042105263157894,2025-01-27 05:04:02
407,13,4.35,6.59090909090909,2025-01-27 06:43:35
217,14,3.13,4.387850467289719,2025-01-27 07:03:23
290,12,4.35,6.868421052631579,2025-01-27 07:46:52
159,14,2.73,3.827102803738317,2025-01-27 11:38:49
388,9,3.07,4.427884615384615,2025-01-27 12:01:25
34,7,3.3,4.805825242718446,2025-01-27 14:33:48
50,4,2.5700000000000003,4.057894736842106,2025-01-27 16:33:03
256,4,2.1799999999999997,3.4421052631578943,2025-01-27 17:01:26
17,4,3.13,4.942105263157894,2025-01-27 17:51:56
319,8,5.49,8.760638297872342,2025-01-27 17:55:45
54,5,3.7600000000000002,5.127272727272728,2025-01-27 19:16:07
383,9,3.77,5.4375,2025-01-27 22:57:26
455,5,2.73,3.7227272727272727,2025-01-28 00:30:43
234,7,1.42,2.067961165048543,2025-01-28 00:32:04
375,14,1.13,1.58411214953271,2025-01-28 00:36:35
390,12,3.7499999999999996,5.921052631578947,2025-01-28 00:41:55
113,5,2.03,2.768181818181818,2025-01-28 00:55:46
358,4,3.63,5.731578947368421,2025-01-28 02:38:43
152,1,4.0,6.0,2025-01-28 03:53:00
410,1,4.989999999999999,7.484999999999999,2025-01-28 04:10:29
90,12,3.8,5.999999999999999,2025-01-28 06:43:00
318,12,3.88,6.126315789473685,2025-01-28 12:53:07
23,4,2.47,3.9000000000000004,2025-01-28 15:07:54
62,8,3.36,5.361702127659575,2025-01-28 16:30:21
247,5,3.13,4.2681818181818185,2025-01-28 18:25:16
193,8,0.0,0.0,2025-01-28 20:24:00
154,13,4.35,6.59090909090909,2025-01-28 23:38:35
301,13,0.0,0.0,2025-01-28 23:39:00
58,5,5.83,7.95,2025-01-28 23:58:57
207,8,6.58,10.500000000000002,2025-01-29 03:18:30
419,1,3.7199999999999998,5.58,2025-01-29 04:38:34
13,8,0.0,0.0,2025-01-29 04:53:00
24,1,0.89,1.335,2025-01-29 06:11:20
3,7,3.93,5.723300970873786,2025-01-29 08:50:43
63,1,1.79,2.685,2025-01-29 09:57:41
132,9,3.62,5.221153846153846,2025-01-29 10:27:13
489,8,0.0,0.0,2025-01-29 13:25:00
440,1,0.0,0.0,2025-01-29 13:44:00
25,14,2.4400000000000004,3.4205607476635516,2025-01-29 14:15:25
237,1,0.85,1.275,2025-01-29 15:20:16
6,7,3.37,4.907766990291262,2025-01-29 17:27:54
